@relation demo

@attribute cor_rmin numeric
@attribute cor_rmax numeric
@attribute cor_rmediamedia numeric
@attribute cor_rdesvio numeric
@attribute cor_gmin numeric
@attribute cor_gmax numeric
@attribute cor_gmedia numeric
@attribute cor_gdesvio numeric
@attribute cor_bmin numeric
@attribute cor_bmax numeric
@attribute cor_bmedia numeric
@attribute cor_bdesvio numeric
@attribute cor_hmin numeric
@attribute cor_hmax numeric
@attribute cor_hmedia numeric
@attribute cor_hdesvio numeric
@attribute cor_smin numeric
@attribute cor_smax numeric
@attribute cor_smedia numeric
@attribute cor_sdesvio numeric
@attribute cor_vmin numeric
@attribute cor_vmax numeric
@attribute cor_vmedia numeric
@attribute cor_vdesvio numeric
@attribute cor_cielmin numeric
@attribute cor_cielmax numeric
@attribute cor_cielmedia numeric
@attribute cor_cieldesvio numeric
@attribute cor_cieamin numeric
@attribute cor_cieamax numeric
@attribute cor_cieamedia numeric
@attribute cor_cieadesvio numeric
@attribute cor_ciebmin numeric
@attribute cor_ciebmax numeric
@attribute cor_ciebmedia numeric
@attribute cor_ciebdesvio numeric
@attribute classe {buva, capim_amargoso, soja, solo}

@data

0,190,63.65065298507463,41.63087022771556,0,200,77.76469216417911,49.41018152976662,0,166,51.45009328358209,36.64588676485183,0,105,36.94962686567164,19.199312503499687,0,255,78.24556902985074,44.345731928276514,0,200,78.15928171641791,49.37667957323678,0,202,78.65181902985074,50.06367486046559,89,137,117.52821828358209,8.265992324071322,126,165,141.37080223880596,7.671035250805426,buva
0,224,72.94000819000819,58.11181542698029,0,237,86.9522932022932,64.9457530271577,0,197,57.095208845208845,46.139789395000754,0,64,29.395986895986898,22.583860289280878,0,255,65.04013104013104,48.47056008956802,0,237,88.77702702702703,65.76511853105609,0,234,88.14557739557739,65.62348784494198,97,139,117.41195741195742,10.688972074739754,128,165,142.7651515151515,10.404135415321734,buva
0,208,48.5087037037037,50.76095318933625,0,216,62.867222222222225,63.90245140828053,0,169,39.53092592592593,43.38826184360613,0,72,26.555925925925926,24.365181252680934,0,255,59.09166666666667,58.4314755757799,0,216,63.01185185185185,63.8817327994438,0,216,62.69851851851852,63.80734485201898,94,140,118.24796296296296,10.307790811130952,128,161,139.2712962962963,10.739056022087874,buva
0,190,69.93062076160668,50.68169154691529,0,200,84.62667362197878,61.0935548380673,0,150,50.5000869414015,38.829052445957274,0,58,29.12676056338028,21.3399857241246,0,250,76.15510346026778,54.33555533044538,0,200,86.396278908016,61.263696094136364,0,199,85.6357155277343,61.15826580780463,96,146,116.57955138236828,10.99366216338189,128,171,145.0719874804382,11.717077149158639,buva
0,131,42.72857142857143,33.684647925455884,0,179,67.94726443768997,52.0522252074938,0,112,33.359422492401215,28.19604880219111,0,70,35.54604863221884,24.177424997784,0,255,92.97978723404255,67.08562363453868,0,179,67.94756838905775,52.05195106418959,0,174,66.32629179331308,51.02998768457727,90,128,111.9322188449848,11.964853352441056,128,173,144.62477203647416,12.242214585488655,buva
0,189,38.37103658536585,39.81416223882086,0,175,46.65487804878049,48.34449965545561,0,140,27.629420731707317,31.47315959137958,0,165,23.399237804878048,22.267290473445904,0,255,70.18216463414635,66.61601299985827,0,189,48.21219512195122,49.19719315869184,0,183,47.082469512195125,49.0736883452217,95,141,121.25487804878048,9.438260903766484,127,161,138.02271341463415,9.49738102299353,buva
0,196,57.31374007936508,47.37713882699589,0,198,71.3826884920635,56.574782192011995,0,172,46.78050595238095,40.52445967910855,0,67,31.464781746031747,23.140053010427206,0,255,66.36681547619048,52.169772271563005,0,198,71.8045634920635,56.687701794393604,0,202,72.06870039682539,57.39072166329026,97,139,117.95337301587301,8.835035130978317,128,155,140.18923611111111,8.871584588276773,buva
0,205,65.19777306468717,52.315676007844544,0,210,76.9390243902439,58.129601249541125,0,166,49.86143513609049,40.55665027381803,0,68,29.133085896076352,22.46954966455726,0,255,67.81848709791446,50.49539067795103,0,210,78.90774125132556,59.135234294997794,0,211,78.4628844114528,59.28774055294972,96,145,118.6178861788618,10.072079129904765,128,166,141.76670201484623,9.992574537749034,buva
0,194,58.42651381540271,52.696824934317426,0,187,67.91064079952969,60.380772551745615,0,147,42.809376837154616,40.869060355245054,0,170,24.60464432686655,21.466421330630798,0,255,65.54262198706643,57.54949386838015,0,194,69.45723104056438,61.06778954397566,0,188,69.195620223398,61.41691958563055,96,141,119.95194003527337,9.688575825541564,128,164,140.85243974132862,10.89787347655664,buva
0,234,60.97948717948718,47.70782598371094,0,231,78.52781065088757,60.179723561581504,0,187,46.42011834319526,39.76978412532,0,64,31.578303747534516,21.876272184645448,0,255,80.06666666666666,59.65734745906336,0,234,79.11045364891518,60.27222947714218,0,232,78.48954635108481,60.064358885078136,96,139,115.56548323471401,10.860181504962283,128,166,143.75641025641025,11.292962381170755,buva
0,200,63.47519160951997,56.99478127417031,0,198,68.19725695845099,59.598348187132316,0,156,45.11899959661154,42.12132103588859,0,63,22.131101250504237,20.4033588429666,0,241,60.64400968132311,52.88894931341626,0,200,71.69665187575636,62.02597044273371,0,200,70.81242436466317,61.56110112706261,97,148,122.18434852763211,8.905101237196831,128,158,140.43162565550625,10.217307302561135,buva
0,193,50.124430641821945,44.628691755208564,0,197,68.79565217391304,59.41666277623591,0,167,46.971014492753625,44.55055039831439,0,72,36.40269151138716,27.204721019665627,0,255,66.17432712215322,56.140099847458764,0,197,69.44202898550725,59.59188543026421,0,196,68.35258799171842,59.33819717889157,96,145,116.68757763975155,10.0480579652673,128,155,138.1552795031056,7.817503591044785,buva
0,197,53.22976155431263,55.24120889492516,0,187,56.828525169267,58.41814447866873,0,150,37.54621725051516,40.55313748931348,0,66,18.188548719458346,19.556886480602838,0,255,52.240359140418015,53.773446315367295,0,197,59.56270238445688,60.50549230828386,0,194,59.11098027671475,60.47347080587245,99,144,123.30041212834854,8.300276628972227,128,165,138.4386223138063,10.389209047433365,buva
0,241,94.9772565742715,61.86457574768009,0,246,105.35347074153044,67.28536755813073,0,208,67.92584695569771,50.038634185811915,0,58,28.901208244491826,17.43100117331982,0,255,80.23146173892442,52.07928837030442,0,246,107.23406775645581,67.33729984210281,0,244,107.13551291163232,67.5983414762687,96,145,117.82776593224355,9.416471349594822,128,172,147.03601042407013,10.698762639328182,buva
0,156,51.670890085524235,38.33305628211007,0,180,72.1384225530567,51.94620127442723,0,128,41.899746594868546,32.45887615199837,0,65,35.33940449794108,23.149182409073767,0,255,78.33101045296168,54.11613379858645,0,180,72.15109280962939,51.960051809795125,0,177,71.71507760532151,51.81937945905657,98,128,114.34320557491289,9.675862302420455,128,162,142.69195438707635,10.053325126602742,buva
