@relation demo

@attribute hog_0 numeric
@attribute hog_1 numeric
@attribute hog_2 numeric
@attribute hog_3 numeric
@attribute hog_4 numeric
@attribute hog_5 numeric
@attribute hog_6 numeric
@attribute hog_7 numeric
@attribute hog_8 numeric
@attribute hog_9 numeric
@attribute hog_10 numeric
@attribute hog_11 numeric
@attribute hog_12 numeric
@attribute hog_13 numeric
@attribute hog_14 numeric
@attribute hog_15 numeric
@attribute hog_16 numeric
@attribute hog_17 numeric
@attribute hog_18 numeric
@attribute hog_19 numeric
@attribute hog_20 numeric
@attribute hog_21 numeric
@attribute hog_22 numeric
@attribute hog_23 numeric
@attribute hog_24 numeric
@attribute hog_25 numeric
@attribute hog_26 numeric
@attribute hog_27 numeric
@attribute hog_28 numeric
@attribute hog_29 numeric
@attribute hog_30 numeric
@attribute hog_31 numeric
@attribute hog_32 numeric
@attribute hog_33 numeric
@attribute hog_34 numeric
@attribute hog_35 numeric
@attribute hog_36 numeric
@attribute hog_37 numeric
@attribute hog_38 numeric
@attribute hog_39 numeric
@attribute hog_40 numeric
@attribute hog_41 numeric
@attribute hog_42 numeric
@attribute hog_43 numeric
@attribute hog_44 numeric
@attribute hog_45 numeric
@attribute hog_46 numeric
@attribute hog_47 numeric
@attribute hog_48 numeric
@attribute hog_49 numeric
@attribute hog_50 numeric
@attribute hog_51 numeric
@attribute hog_52 numeric
@attribute hog_53 numeric
@attribute hog_54 numeric
@attribute hog_55 numeric
@attribute hog_56 numeric
@attribute hog_57 numeric
@attribute hog_58 numeric
@attribute hog_59 numeric
@attribute hog_60 numeric
@attribute hog_61 numeric
@attribute hog_62 numeric
@attribute hog_63 numeric
@attribute hog_64 numeric
@attribute hog_65 numeric
@attribute hog_66 numeric
@attribute hog_67 numeric
@attribute hog_68 numeric
@attribute hog_69 numeric
@attribute hog_70 numeric
@attribute hog_71 numeric
@attribute hog_72 numeric
@attribute hog_73 numeric
@attribute hog_74 numeric
@attribute hog_75 numeric
@attribute hog_76 numeric
@attribute hog_77 numeric
@attribute hog_78 numeric
@attribute hog_79 numeric
@attribute hog_80 numeric
@attribute hog_81 numeric
@attribute hog_82 numeric
@attribute hog_83 numeric
@attribute hog_84 numeric
@attribute hog_85 numeric
@attribute hog_86 numeric
@attribute hog_87 numeric
@attribute hog_88 numeric
@attribute hog_89 numeric
@attribute hog_90 numeric
@attribute hog_91 numeric
@attribute hog_92 numeric
@attribute hog_93 numeric
@attribute hog_94 numeric
@attribute hog_95 numeric
@attribute hog_96 numeric
@attribute hog_97 numeric
@attribute hog_98 numeric
@attribute hog_99 numeric
@attribute hog_100 numeric
@attribute hog_101 numeric
@attribute hog_102 numeric
@attribute hog_103 numeric
@attribute hog_104 numeric
@attribute hog_105 numeric
@attribute hog_106 numeric
@attribute hog_107 numeric
@attribute hog_108 numeric
@attribute hog_109 numeric
@attribute hog_110 numeric
@attribute hog_111 numeric
@attribute hog_112 numeric
@attribute hog_113 numeric
@attribute hog_114 numeric
@attribute hog_115 numeric
@attribute hog_116 numeric
@attribute hog_117 numeric
@attribute hog_118 numeric
@attribute hog_119 numeric
@attribute hog_120 numeric
@attribute hog_121 numeric
@attribute hog_122 numeric
@attribute hog_123 numeric
@attribute hog_124 numeric
@attribute hog_125 numeric
@attribute hog_126 numeric
@attribute hog_127 numeric
@attribute classe {buva, capim_amargoso, soja, solo}

@data

0.4670795904607992,0.47460317587122036,0.47460317587122036,0.47460317587122036,0.2602500329215038,0.16318649432587148,0.08344650569391025,0.06905723055676682,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.3593812564954329,0.3593812564954329,0.3593812564954329,0.3593812564954329,0.3593812564954329,0.3593812564954329,0.3593812564954329,0.3097027397932731,0.25836790167238616,0.4258625249171442,0.4258625249171442,0.4258625249171442,0.4258625249171442,0.24581756318964001,0.33717870069485145,0.18356120462131684,0.3811002148873629,0.3811002148873629,0.3811002148873629,0.3811002148873629,0.3811002148873629,0.23237612624447043,0.2730880679659139,0.3811002148873629,0.3664578707590057,0.3664578707590057,0.3664578707590057,0.34775759776911336,0.3664578707590057,0.27077006224984024,0.3664578707590057,0.3664578707590057,0.3578543008256032,0.3578543008256032,0.3578543008256032,0.3578543008256032,0.3442216774087896,0.3514734171916528,0.343044268852353,0.3578543008256032,0.43068146227343307,0.43068146227343307,0.43068146227343307,0.12561527714552978,0.15712620901947497,0.17916346277405693,0.43068146227343307,0.43068146227343307,0.37558608677991173,0.37558608677991173,0.37558608677991173,0.25693174367263444,0.37558608677991173,0.29596727394222666,0.37558608677991173,0.37558608677991173,0.35404573737824563,0.35404573737824563,0.35404573737824563,0.35008757561028786,0.35404573737824563,0.35404573737824563,0.35404573737824563,0.35404573737824563,0.35803189130970503,0.35803189130970503,0.35803189130970503,0.3204561644217533,0.35803189130970503,0.35803189130970503,0.35803189130970503,0.35803189130970503,0.36304775425563823,0.36304775425563823,0.36304775425563823,0.36304775425563823,0.2781623565115428,0.36304775425563823,0.36304775425563823,0.36304775425563823,0.37934856577486153,0.338768627038215,0.2948409679427135,0.21727507375573937,0.3896122522928231,0.3896122522928231,0.3896122522928231,0.3896122522928231,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.39564951320239605,0.39564951320239605,0.39564951320239605,0.39564951320239605,0.39564951320239605,0.2341515999050914,0.33708229945138385,0.2210336281669422,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,buva
0.5699513810203103,0.5699513810203103,0.5699513810203103,0.041602342667151515,0.05074908546528023,0.09494702608841932,0.0522390748647366,0.0970370326746236,0.3944626692752632,0.3944626692752632,0.3944626692752632,0.3944626692752632,0.3944626692752632,0.21506891765875974,0.2918486090866571,0.30094146006066147,0.3471373751104345,0.36822225053100105,0.36822225053100105,0.36822225053100105,0.36822225053100105,0.36822225053100105,0.3673445219514164,0.2580998173656401,0.39690637810893026,0.3326187293280016,0.26363499181554884,0.39690637810893026,0.39690637810893026,0.39690637810893026,0.39690637810893026,0.17941016325464568,0.4488053364355625,0.4488053364355625,0.4488053364355625,0.1292595332920812,0.11250178455868289,0.11834221653746514,0.38849133935456703,0.4488053364355625,0.3212283839667636,0.31197518613220654,0.3650305485478255,0.3650305485478255,0.3650305485478255,0.3650305485478255,0.3650305485478255,0.3650305485478255,0.35629380280354017,0.3337410407324529,0.35629380280354017,0.35629380280354017,0.35629380280354017,0.35629380280354017,0.35629380280354017,0.35629380280354017,0.4206926372741076,0.1500016927540229,0.1930690619171623,0.23518578565823092,0.4206926372741076,0.4206926372741076,0.4206926372741076,0.4206926372741076,0.3882588674765246,0.3882588674765246,0.3882588674765246,0.14980674053927018,0.3146116236500599,0.35334505162184326,0.3882588674765246,0.3882588674765246,0.37263584512583453,0.31948035536892433,0.3475332082813051,0.28786386707032297,0.37263584512583453,0.37263584512583453,0.37263584512583453,0.37263584512583453,0.3553862697120823,0.3553862697120823,0.3553862697120823,0.34044705136800474,0.3553862697120823,0.3553862697120823,0.3553862697120823,0.3553862697120823,0.3988851277317667,0.3988851277317667,0.3988851277317667,0.13034346104513217,0.2776603236925371,0.3322177008890691,0.3988851277317667,0.3988851277317667,0.4089367510782973,0.4089367510782973,0.2759670220002578,0.11594714685580243,0.4089367510782973,0.4089367510782973,0.4089367510782973,0.2724924394801963,0.37751735705387784,0.2778390259093201,0.2601717626180659,0.37751735705387784,0.37751735705387784,0.37751735705387784,0.37751735705387784,0.37751735705387784,0.35650041093050977,0.35650041093050977,0.35650041093050977,0.35650041093050977,0.35650041093050977,0.3321930142656711,0.35650041093050977,0.35650041093050977,0.39289852754860316,0.39289852754860316,0.39289852754860316,0.39289852754860316,0.39289852754860316,0.17071555006477843,0.21128341837681827,0.39289852754860316,buva
0.4001546276625256,0.30414769037512673,0.4001546276625256,0.3945973265801912,0.2014090829165154,0.26594474812397184,0.4001546276625256,0.4001546276625256,0.3503920455450056,0.24152263409418456,0.3648012401602979,0.3703545021931274,0.3703545021931274,0.3703545021931274,0.3703545021931274,0.3703545021931274,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.40505693625989647,0.38346250644311103,0.40505693625989647,0.2619498856318672,0.40505693625989647,0.17057866430801408,0.314574627065692,0.40505693625989647,0.38053203895630827,0.38053203895630827,0.38053203895630827,0.22913843898936742,0.38053203895630827,0.2804777698535706,0.38053203895630827,0.38053203895630827,0.3664622517043497,0.3664622517043497,0.3664622517043497,0.3664622517043497,0.3664622517043497,0.2448222338651218,0.3664622517043497,0.3664622517043497,0.4083343665417208,0.29783637623093046,0.27021510505928714,0.16329876504500537,0.3803458732696416,0.4083343665417208,0.4083343665417208,0.4083343665417208,0.47790897616790146,0.24524216238713398,0.2713012819773532,0.24283223255273978,0.2011131291250049,0.2857392924250714,0.47790897616790146,0.47790897616790146,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.27356943074379747,0.30051760877587996,0.3730167406945449,0.3730167406945449,0.3730167406945449,0.3730167406945449,0.3730167406945449,0.3730167406945449,0.360470782774174,0.360470782774174,0.30070866804661933,0.360470782774174,0.360470782774174,0.360470782774174,0.360470782774174,0.360470782774174,0.2158235619487943,0.2067295111623117,0.2736912719333959,0.3508654104742646,0.4220988184883706,0.4220988184883706,0.4220988184883706,0.4220988184883706,0.23014514230861013,0.2875292779160386,0.37955239591143863,0.37955239591143863,0.37955239591143863,0.37955239591143863,0.37955239591143863,0.37955239591143863,0.390183583415593,0.2204703668255625,0.24018616929194034,0.36398801795786073,0.390183583415593,0.390183583415593,0.390183583415593,0.390183583415593,0.38647791482326344,0.3390549809701814,0.2241897492680445,0.38647791482326344,0.38647791482326344,0.38647791482326344,0.38647791482326344,0.2965717157760329,0.36767665886612444,0.3930242327643529,0.3930242327643529,0.3930242327643529,0.17370478408439732,0.24960024924872437,0.3930242327643529,0.3930242327643529,buva
0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35777594880682917,0.35777594880682917,0.35777594880682917,0.35777594880682917,0.35777594880682917,0.35777594880682917,0.35777594880682917,0.3224509154392382,0.3677323126298084,0.3677323126298084,0.3677323126298084,0.3677323126298084,0.3677323126298084,0.3677323126298084,0.3677323126298084,0.2311073849911815,0.40832492543690496,0.07952569369502659,0.0682429977321613,0.39417297373204035,0.40832492543690496,0.40832492543690496,0.40832492543690496,0.40832492543690496,0.3548461756674869,0.34436803130418997,0.3548461756674869,0.3548461756674869,0.3548461756674869,0.3548461756674869,0.3548461756674869,0.3548461756674869,0.38612614317756927,0.38612614317756927,0.38612614317756927,0.38612614317756927,0.38612614317756927,0.3844092315473521,0.2771417386071699,0.1730751479107044,0.36345988367239823,0.36345988367239823,0.36345988367239823,0.36345988367239823,0.36345988367239823,0.36345988367239823,0.2967902436391797,0.3453940195131046,0.37323405924526815,0.15771607016039346,0.37323405924526815,0.37323405924526815,0.37323405924526815,0.37323405924526815,0.37323405924526815,0.37323405924526815,0.38284237935471394,0.2834834839442362,0.32012123021754507,0.29037574757291484,0.38284237935471394,0.38284237935471394,0.38284237935471394,0.38284237935471394,0.22553221464247444,0.20081389579740552,0.40930948707666487,0.40930948707666487,0.40930948707666487,0.40930948707666487,0.40930948707666487,0.2667165498042473,0.37889439979669653,0.38559607336924256,0.38559607336924256,0.38559607336924256,0.38559607336924256,0.381715940705564,0.27671269466061305,0.19855662029961546,0.41856469424824316,0.1282599580488081,0.17011738540071858,0.2804058514940867,0.41856469424824316,0.41856469424824316,0.41856469424824316,0.41856469424824316,0.49813284211575365,0.49813284211575365,0.49813284211575365,0.0,0.015258678726675117,0.05095589377279631,0.06800996556180043,0.49813284211575365,0.2109221251609118,0.4043953674155457,0.4043953674155457,0.4043953674155457,0.4043953674155457,0.3422072924279987,0.24488594479162623,0.3525541759967673,0.22234814180665477,0.41620917025303655,0.41620917025303655,0.41620917025303655,0.41620917025303655,0.2700848854636983,0.24022731277956297,0.35635095429918356,0.10659005071456894,0.0,0.05938199763732326,0.19672510756681072,0.5613611525066374,0.5613611525066374,0.5613611525066374,0.03213316167974432,buva
0.37238358945009287,0.37238358945009287,0.3356703504568835,0.26570271395840434,0.35125460112849854,0.37238358945009287,0.37238358945009287,0.37238358945009287,0.4349399342012822,0.3250108192975824,0.1956097202722297,0.1835903785297812,0.38153573309270283,0.33062308206968993,0.4349399342012822,0.4349399342012822,0.35959626654169524,0.35959626654169524,0.35959626654169524,0.35959626654169524,0.35959626654169524,0.3079507676588006,0.35959626654169524,0.35959626654169524,0.3881447704181238,0.1427125242489184,0.2751271673758022,0.3881447704181238,0.3881447704181238,0.3881447704181238,0.3881447704181238,0.3881447704181238,0.4001254175255454,0.4001254175255454,0.14861250923161642,0.13157592180820676,0.4001254175255454,0.4001254175255454,0.4001254175255454,0.4001254175255454,0.48399223075183356,0.32171369078522977,0.14984982407464592,0.11534395430446659,0.17340896755120147,0.35766603793811497,0.48399223075183356,0.48399223075183356,0.4174966576306938,0.4174966576306938,0.4174966576306938,0.15724437794033677,0.1959077684934096,0.25568937355769505,0.4174966576306938,0.4174966576306938,0.37950196298516337,0.37950196298516337,0.34989538361289246,0.28735262484910157,0.37950196298516337,0.2736658356658759,0.37950196298516337,0.37950196298516337,0.16661762244719516,0.08149206471169781,0.1730476522734895,0.23451413452628936,0.5030932213204147,0.5030932213204147,0.5030932213204147,0.3483487812246155,0.3605091396150562,0.3605091396150562,0.3605091396150562,0.3605091396150562,0.3605091396150562,0.3605091396150562,0.3605091396150562,0.3003866199636164,0.29296296083065887,0.2887453894121168,0.4757959418196991,0.4757959418196991,0.4757959418196991,0.3210843838188947,0.16565597903838375,0.14531477360824693,0.3667644539016515,0.31176044482519544,0.33904302524710167,0.3667644539016515,0.3667644539016515,0.3667644539016515,0.3395208808137076,0.3667644539016515,0.4874309427940856,0.016819707082673573,0.0,0.0,0.22217425793092244,0.4874309427940856,0.4874309427940856,0.4874309427940856,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.3565795662277756,0.3565795662277756,0.3565795662277756,0.3565795662277756,0.3565795662277756,0.3315977839549099,0.3565795662277756,0.3565795662277756,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,buva
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39339801729371787,0.3624883506253739,0.39339801729371787,0.39339801729371787,0.39339801729371787,0.23394730339729752,0.20015207831542067,0.39339801729371787,0.35493623673623814,0.35493623673623814,0.35493623673623814,0.35493623673623814,0.35493623673623814,0.35493623673623814,0.35493623673623814,0.3437177252421965,0.28881326851582,0.14027849172401127,0.2011445638491257,0.42897816563375435,0.42897816563375435,0.42897816563375435,0.42897816563375435,0.34693030755575593,0.19925714566922573,0.46601119087759535,0.46601119087759535,0.46601119087759535,0.46601119087759535,0.2364449179365416,0.1449074295837851,0.1213528198997486,0.32629834895436494,0.35727728070396486,0.35727728070396486,0.35727728070396486,0.35727728070396486,0.35727728070396486,0.35727728070396486,0.35727728070396486,0.18620632238377463,0.18608583726497757,0.4189676254490586,0.4189676254490586,0.4189676254490586,0.4189676254490586,0.4189676254490586,0.23028224065861871,0.3221247115125671,0.2609309825581974,0.368778400040757,0.40343238617685717,0.40343238617685717,0.40343238617685717,0.34059190251039234,0.2964410044611528,0.13567020798614593,0.14343728955264282,0.3386555762580031,0.45569701058196527,0.45569701058196527,0.45569701058196527,0.4528423092675315,0.13522679230917134,0.35411268459503964,0.35411268459503964,0.35411268459503964,0.35411268459503964,0.35411268459503964,0.35411268459503964,0.35411268459503964,0.34961328056692637,0.3570224298120555,0.28448888857210347,0.43167593924959685,0.43167593924959685,0.43167593924959685,0.43167593924959685,0.18196445610551676,0.11451430928221078,0.1206047725719988,0.18968893214194116,0.4420876612493256,0.4767187667238232,0.4767187667238232,0.4767187667238232,0.2267916755284755,0.14427156798757595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40157809822190005,0.2629946979188303,0.24443440336409816,0.2544813668186101,0.40157809822190005,0.40157809822190005,0.40157809822190005,0.40157809822190005,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.2453074770264174,0.365878829992492,0.3665053258236146,0.3665053258236146,0.3665053258236146,0.3665053258236146,0.3665053258236146,0.3665053258236146,buva
0.35697479422606937,0.3286076287796895,0.35697479422606937,0.35697479422606937,0.35697479422606937,0.35697479422606937,0.35697479422606937,0.35697479422606937,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.3901300722724877,0.36797486797211354,0.4540561354973514,0.4540561354973514,0.4540561354973514,0.15863595718566303,0.1545100940507198,0.21178612822848092,0.3785249958646906,0.3785249958646906,0.3785249958646906,0.3785249958646906,0.2631736976453301,0.2665568786268647,0.3785249958646906,0.3785249958646906,0.3938894470348805,0.3938894470348805,0.3938894470348805,0.3938894470348805,0.3938894470348805,0.15720966025936808,0.21069348215025172,0.3938894470348805,0.29365041276449766,0.3152884675089308,0.38559675983979985,0.38559675983979985,0.38559675983979985,0.38559675983979985,0.35505030992198305,0.3058797959916482,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.3890368467733031,0.3432446814075478,0.3890368467733031,0.3890368467733031,0.3890368467733031,0.2856877322880943,0.3890368467733031,0.20932574421358285,0.37362380490303476,0.3742884016226364,0.3862397866593052,0.3862397866593052,0.3862397866593052,0.24041227641954674,0.29330360839048636,0.35908892589943947,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.3793905198764097,0.27461039264484455,0.37407467508698683,0.3793905198764097,0.3289276573078409,0.31735658070973144,0.3793905198764097,0.3793905198764097,0.0,0.0,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.05339265008314603,0.02285083015459875,0.007550016719772472,0.5105605903841633,0.5105605903841633,0.42882547295628437,0.5105605903841633,0.17510689723062814,0.13602973752302816,0.16463349050878326,0.2149437478739644,0.46743672956070714,0.46743672956070714,0.46743672956070714,0.46743672956070714,0.18493924528428873,0.37550048058383834,0.24854535493957025,0.3823106579275445,0.3972253990321954,0.3972253990321954,0.3972253990321954,0.3972253990321954,0.14110664589118344,buva
0.4148909779427273,0.4148909779427273,0.4148909779427273,0.4148909779427273,0.4148909779427273,0.29572869932729134,0.17473128500967036,0.14608523577473,0.38925130393074253,0.11163387262322726,0.29387325288291416,0.35504296080025743,0.44596991533858565,0.44596991533858565,0.44596991533858565,0.1641243779547105,0.20608520022836088,0.2649499108282134,0.3509939963842074,0.42215322806341216,0.42215322806341216,0.42215322806341216,0.42215322806341216,0.2264514455644534,0.251580073902097,0.32722044405272194,0.41447703804080993,0.41447703804080993,0.41447703804080993,0.41447703804080993,0.3760006342012165,0.033059186436261725,0.3560291998088125,0.3560291998088125,0.3560291998088125,0.3560291998088125,0.3560291998088125,0.3560291998088125,0.3357118732895584,0.3560291998088125,0.285667921687338,0.38798620386942545,0.45175388271188693,0.45175388271188693,0.45175388271188693,0.27885947704912567,0.17474499737544555,0.21752565350315176,0.3562071644587377,0.3343877862611784,0.3562071644587377,0.3562071644587377,0.3562071644587377,0.3562071644587377,0.3562071644587377,0.3562071644587377,0.35833090155978625,0.31810808633301496,0.35833090155978625,0.35833090155978625,0.35833090155978625,0.35833090155978625,0.35833090155978625,0.35833090155978625,0.4290483972557412,0.4290483972557412,0.4290483972557412,0.23819792194345457,0.29704996500367237,0.2423743809446873,0.24484202769077254,0.4290483972557412,0.36191832964351356,0.36191832964351356,0.36191832964351356,0.36191832964351356,0.36191832964351356,0.36191832964351356,0.36191832964351356,0.2882808671224662,0.43155881370026106,0.43155881370026106,0.416828631862951,0.10413762057386759,0.14013931525857676,0.22538451757877442,0.43155881370026106,0.43155881370026106,0.4267859162769596,0.4267859162769596,0.4267859162769596,0.1424314740942836,0.18609554449820148,0.18533923326716847,0.4267859162769596,0.4267859162769596,0.3599059890753779,0.3491490600807099,0.3176491896526256,0.3599059890753779,0.3599059890753779,0.3599059890753779,0.3599059890753779,0.3599059890753779,0.33303433797863136,0.14960808269504328,0.3077969783151609,0.41998616784951476,0.41998616784951476,0.41998616784951476,0.29305852105903024,0.39612893191291226,0.377054339035301,0.377054339035301,0.35767454495657985,0.1380183756700262,0.377054339035301,0.377054339035301,0.377054339035301,0.377054339035301,0.03620621767193737,0.36541363269950117,0.5043569041825119,0.5043569041825119,0.5043569041825119,0.28714435683603085,0.13993728649229276,0.0,buva
0.42778040238728143,0.42778040238728143,0.42778040238728143,0.42778040238728143,0.3321029359271703,0.3333389508222526,0.12741668063552425,0.1742798961013882,0.37649947369867287,0.37649947369867287,0.37649947369867287,0.37649947369867287,0.31700401168226927,0.221353414364229,0.37649947369867287,0.37649947369867287,0.3547414921623648,0.3547414921623648,0.3547414921623648,0.34512217525729677,0.3547414921623648,0.3547414921623648,0.3547414921623648,0.3547414921623648,0.04678094041176938,0.0,0.0,0.0,0.5751348832201657,0.5751348832201657,0.5751348832201657,0.0739671622898919,0.38581226025616483,0.38581226025616483,0.38581226025616483,0.2780996696841316,0.38581226025616483,0.38581226025616483,0.38581226025616483,0.17191268820428998,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.21579499795960777,0.3620985845049965,0.4879350043409796,0.4879350043409796,0.4879350043409796,0.2892289287626089,0.1248788728916483,0.09395382827931649,0.4126073344957385,0.18565336269023938,0.4126073344957385,0.4126073344957385,0.4126073344957385,0.4126073344957385,0.2594006827726089,0.21684107515622428,0.3649360831817673,0.3649360831817673,0.3649360831817673,0.3649360831817673,0.26029134832088785,0.3649360831817673,0.3649360831817673,0.3649360831817673,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.35355339053803103,0.13584139547282373,0.08385307475284529,0.20146586947394843,0.47591352251184355,0.47591352251184355,0.47591352251184355,0.47591352251184355,0.1671901802225151,0.25593701379021333,0.24350718681038053,0.3119196151532362,0.39443799214516495,0.39443799214516495,0.39443799214516495,0.39443799214516495,0.39443799214516495,0.3945961910529833,0.3945961910529833,0.3945961910529833,0.34836412288083585,0.37237889476834135,0.1908619521437609,0.2841188052225542,0.3945961910529833,0.3735765321827656,0.3735765321827656,0.28138980411922504,0.3735765321827656,0.3735765321827656,0.2889000266573892,0.3735765321827656,0.3735765321827656,0.35405458051204175,0.35405458051204175,0.35405458051204175,0.35405458051204175,0.35405458051204175,0.35405458051204175,0.35405458051204175,0.350024967417623,0.448770141453126,0.448770141453126,0.448770141453126,0.448770141453126,0.342959953140237,0.07441328931905891,0.11340282815606956,0.2416658261692121,buva
