@relation demo

@attribute cor_rmin numeric
@attribute cor_rmax numeric
@attribute cor_rmediamedia numeric
@attribute cor_rdesvio numeric
@attribute cor_gmin numeric
@attribute cor_gmax numeric
@attribute cor_gmedia numeric
@attribute cor_gdesvio numeric
@attribute cor_bmin numeric
@attribute cor_bmax numeric
@attribute cor_bmedia numeric
@attribute cor_bdesvio numeric
@attribute cor_hmin numeric
@attribute cor_hmax numeric
@attribute cor_hmedia numeric
@attribute cor_hdesvio numeric
@attribute cor_smin numeric
@attribute cor_smax numeric
@attribute cor_smedia numeric
@attribute cor_sdesvio numeric
@attribute cor_vmin numeric
@attribute cor_vmax numeric
@attribute cor_vmedia numeric
@attribute cor_vdesvio numeric
@attribute cor_cielmin numeric
@attribute cor_cielmax numeric
@attribute cor_cielmedia numeric
@attribute cor_cieldesvio numeric
@attribute cor_cieamin numeric
@attribute cor_cieamax numeric
@attribute cor_cieamedia numeric
@attribute cor_cieadesvio numeric
@attribute cor_ciebmin numeric
@attribute cor_ciebmax numeric
@attribute cor_ciebmedia numeric
@attribute cor_ciebdesvio numeric
@attribute classe {Fogo, Fumaca, Queimada, Vegetacao}

@data

0,170,104.16247139588101,52.11045882387713,0,103,54.83524027459954,27.545433129095994,0,71,29.276887871853546,15.433143372045706,0,12,8.334096109839816,4.05037557033737,0,216,148.59725400457666,72.29527421887067,0,170,104.16247139588101,52.11045882387713,0,126,73.78260869565217,36.869500453291415,128,160,146.90160183066362,9.658324077124403,128,167,152.4141876430206,12.386790043812967,Fogo
0,255,177.82045454545454,98.92112119246933,0,172,98.38636363636364,56.699012300636845,0,63,18.036363636363635,15.38870735473213,0,18,11.50909090909091,6.461065848668193,0,255,176.3659090909091,97.68562852143656,0,255,177.82045454545454,98.92112119246933,0,196,125.14318181818182,70.2917940953904,128,171,153.90227272727273,14.599563951090577,128,203,178.48863636363637,28.118335298496564,Fogo
0,237,125.61555555555556,84.8285131716546,0,144,64.30444444444444,44.800131227761945,0,73,16.8,17.177375300732713,0,15,9.102222222222222,6.068369317439365,0,255,154.2111111111111,103.36927272265136,0,237,125.61555555555556,84.8285131716546,0,174,86.97777777777777,59.13656093742832,128,171,149.88222222222223,15.06377241948951,128,190,163.34444444444443,23.69611365749953,Fogo
0,255,67.63421052631578,68.93952642224995,0,128,28.823684210526316,22.47122059096135,0,55,17.736842105263158,13.452615105829631,0,179,33.497368421052634,59.49646157918312,0,255,129.97105263157894,85.9823831647009,0,255,67.70263157894736,68.90648501618202,0,170,44.007894736842104,40.17039287819973,119,205,142.8657894736842,20.863223451753182,122,196,143.31578947368422,17.80627515520995,Fogo
0,172,128.25730994152048,44.49664409203962,0,91,64.66374269005848,23.150557974491303,0,44,17.149122807017545,10.435179302091065,0,15,11.576023391812866,3.9103713467685215,0,255,199.5,67.85471019690846,0,172,128.25730994152048,44.49664409203962,0,121,88.79824561403508,31.032386353132484,128,160,151.7485380116959,8.547831411486682,128,175,165.85380116959064,12.86896285057018,Fogo
0,214,144.55900621118013,67.90129647348789,0,113,65.6728778467909,32.535959233912145,0,48,17.285714285714285,12.72650446906703,0,12,9.432712215320912,4.352140223837695,0,255,186.3312629399586,86.3931381698548,0,214,144.55900621118013,67.90129647348789,0,148,95.6832298136646,45.575831154544154,128,168,157.6542443064182,13.686164357565707,128,182,168.48447204968943,18.702012908590074,Fogo
0,255,197.98181818181817,93.10075010128269,0,166,109.51818181818182,52.61592946112281,0,53,15.036363636363637,11.867011014287597,0,18,12.709090909090909,6.0250921600578105,0,255,193.5681818181818,91.06269012640607,0,255,197.98181818181817,93.10075010128269,0,192,138.87045454545455,65.66681768783937,128,172,156.5659090909091,13.738804420357194,128,204,184.99545454545455,26.777788918035093,Fogo
0,250,189.6705882352941,60.54029056757922,0,161,94.12352941176471,32.416445162216924,0,64,19.988235294117647,12.847516690828126,0,16,11.976470588235294,3.776791263643643,0,255,208.6705882352941,66.02207977109656,0,250,189.6705882352941,60.54029056757922,0,188,128.68235294117648,41.90211612365345,128,169,161.75294117647059,10.748357885362488,128,192,181.33235294117648,16.71503762182311,Fogo
0,255,187.60526315789474,79.54976577876936,0,152,99.23684210526316,43.81758491658842,0,64,18.936842105263157,14.116851092383987,0,16,12.118421052631579,5.095837065847186,0,255,196.05789473684212,82.43563240677365,0,255,187.60526315789474,79.54976577876936,0,184,130.00263157894736,55.71693018162671,128,169,157.92368421052632,12.645030940224084,128,198,181.23947368421054,22.374516042677758,Fogo
